airline,airline ID,source airport,source airport id,destination airport,destination airport id,codeshare,stops,equipment,source coords,destination coords
KX,1682,LCE,1771,GCM,1926,,0,733,"(79, -70)","(-44, 105)"
P4,18169,LCE,1771,GCM,1926,,0,L4T,"(79, -70)","(-44, 105)"
P4,18169,LCE,1771,GJA,1773,,0,L4T,"(79, -70)","(-9, -122)"
P4,18169,LCE,1771,PEU,5832,,0,L4T,"(79, -70)","(27, 149)"
P4,18169,LCE,1771,RTB,1774,,0,L4T,"(79, -70)","(-46, 138)"
P4,18169,LCE,1771,SAP,1772,,0,L4T,"(79, -70)","(24, 71)"
P4,18169,LCE,1771,TGU,1776,,0,L4T,"(79, -70)","(-9, -178)"
P4,18169,LCE,1771,UII,4125,,0,L4T,"(79, -70)","(-66, -77)"
IB,2822,LCG,1220,BCN,1218,,0,320,"(70, 130)","(27, 94)"
VY,2439,LCG,1220,BCN,1218,,0,320,"(70, 130)","(27, 94)"
IB,2822,LCG,1220,BIO,1216,Y,0,320,"(70, 130)","(-57, 108)"
VY,2439,LCG,1220,BIO,1216,,0,320,"(70, 130)","(-57, 108)"
IB,2822,LCG,1220,LHR,507,,0,320,"(70, 130)","(67, -118)"
VY,2439,LCG,1220,LHR,507,,0,320,"(70, 130)","(67, -118)"
TP,4869,LCG,1220,LIS,1638,Y,0,BEH,"(70, 130)","(-38, -138)"
AZ,596,LCG,1220,MAD,1229,Y,0,E90,"(70, 130)","(-28, 174)"
IB,2822,LCG,1220,MAD,1229,,0,321 319 320,"(70, 130)","(-28, 174)"
UX,90,LCG,1220,MAD,1229,,0,E90,"(70, 130)","(-28, 174)"
IB,2822,LCG,1220,SVQ,1253,Y,0,320,"(70, 130)","(-20, 177)"
VY,2439,LCG,1220,SVQ,1253,,0,320,"(70, 130)","(-20, 177)"
AA,24,LCH,3513,DFW,3670,Y,0,ER4 ERD,"(40, -151)","(45, -163)"
US,5265,LCH,3513,DFW,3670,,0,ERD,"(40, -151)","(45, -163)"
UA,5209,LCH,3513,IAH,3550,Y,0,ERJ,"(40, -151)","(-46, 91)"
G4,35,LCK,3674,PIE,3617,,0,320,"(50, 152)","(-20, -137)"
G4,35,LCK,3674,SFB,4167,,0,M80,"(50, 152)","(18, -120)"
9R,4691,LCR,7356,ACR,6740,,0,BE1,"(65, -21)","(23, -125)"
9R,4691,LCR,7356,LET,2728,,0,BE1,"(65, -21)","(7, -39)"
HO,3081,LCX,7504,SHA,3391,,0,320,"(13, 172)","(-58, 99)"
BA,1355,LCY,503,ABZ,532,Y,0,E70 S20,"(-72, 57)","(48, -15)"
BA,1355,LCY,503,AGP,1230,Y,0,E90,"(-72, 57)","(-88, 48)"
IB,2822,LCY,503,AGP,1230,Y,0,E90,"(-72, 57)","(-88, 48)"
AF,137,LCY,503,AMS,580,Y,0,AR8,"(-72, 57)","(-87, -95)"
BA,1355,LCY,503,AMS,580,Y,0,E90 E70,"(-72, 57)","(-87, -95)"
KL,3090,LCY,503,AMS,580,Y,0,ARJ,"(-72, 57)","(-87, -95)"
WX,1792,LCY,503,AMS,580,,0,AR8,"(-72, 57)","(-87, -95)"
AF,137,LCY,503,ANR,299,Y,0,F50,"(-72, 57)","(85, 53)"
WX,1792,LCY,503,ANR,299,,0,F50,"(-72, 57)","(85, 53)"
BA,1355,LCY,503,ARN,737,Y,0,E70,"(-72, 57)","(13, -78)"
AF,137,LCY,503,BES,1403,Y,0,F50,"(-72, 57)","(-21, -150)"
WX,1792,LCY,503,BES,1403,,0,F50,"(-72, 57)","(-21, -150)"
BA,1355,LCY,503,BLL,608,Y,0,D38,"(-72, 57)","(5, 25)"
SX,18543,LCY,503,BRN,1676,,0,D38,"(-72, 57)","(49, -34)"
LX,4559,LCY,503,BSL,1423,Y,0,AR1,"(-72, 57)","(65, 171)"
AF,137,LCY,503,BVE,1278,Y,0,AR8,"(-72, 57)","(-58, -102)"
WX,1792,LCY,503,BVE,1278,,0,AR8,"(-72, 57)","(-58, -102)"
AF,137,LCY,503,DOL,1408,Y,0,F50,"(-72, 57)","(-77, -57)"
WX,1792,LCY,503,DOL,1408,,0,F50,"(-72, 57)","(-77, -57)"
AF,137,LCY,503,DRS,338,Y,0,AR8,"(-72, 57)","(41, 134)"
WX,1792,LCY,503,DRS,338,,0,AR8,"(-72, 57)","(41, 134)"
AF,137,LCY,503,DUB,599,Y,0,AR8,"(-72, 57)","(-41, 121)"
WX,1792,LCY,503,DUB,599,,0,AR8,"(-72, 57)","(-41, 121)"
BA,1355,LCY,503,DUS,345,,0,AR8 E70,"(-72, 57)","(0, 55)"
BA,1355,LCY,503,EDI,535,Y,0,E90 E70,"(-72, 57)","(-56, 32)"
AF,137,LCY,503,FCO,1555,Y,0,E90,"(-72, 57)","(-81, -108)"
AZ,596,LCY,503,FCO,1555,,0,E90,"(-72, 57)","(-81, -108)"
AF,137,LCY,503,FLR,1563,Y,0,AR8,"(-72, 57)","(-85, -171)"
BA,1355,LCY,503,FLR,1563,,0,E70 E90,"(-72, 57)","(-85, -171)"
WX,1792,LCY,503,FLR,1563,,0,AR8,"(-72, 57)","(-85, -171)"
AB,214,LCY,503,FRA,340,Y,0,E70 E90 AR8,"(-72, 57)","(-89, 160)"
BA,1355,LCY,503,FRA,340,Y,0,E70 E90 AR8,"(-72, 57)","(-89, 160)"
LH,3320,LCY,503,FRA,340,Y,0,E90,"(-72, 57)","(-89, 160)"
BA,1355,LCY,503,GLA,534,Y,0,E90 E70,"(-72, 57)","(18, 155)"
BA,1355,LCY,503,GRX,1223,,0,E90,"(-72, 57)","(65, 74)"
IB,2822,LCY,503,GRX,1223,Y,0,E90,"(-72, 57)","(65, 74)"
LX,4559,LCY,503,GVA,1665,Y,0,AR1,"(-72, 57)","(72, 0)"
BA,1355,LCY,503,IBZ,1225,Y,0,E70 E90,"(-72, 57)","(15, -20)"
IB,2822,LCY,503,IBZ,1225,Y,0,E70 E90,"(-72, 57)","(15, -20)"
BA,1355,LCY,503,IOM,520,Y,0,S20,"(-72, 57)","(28, -63)"
SI,4438,LCY,503,JER,499,,0,AT5 AT4,"(-72, 57)","(2, 139)"
AF,137,LCY,503,LIN,1529,,0,E90,"(-72, 57)","(-32, 166)"
AZ,596,LCY,503,LIN,1529,,0,E90,"(-72, 57)","(-32, 166)"
LG,3329,LCY,503,LUX,629,,0,DH4,"(-72, 57)","(-22, 75)"
BA,1355,LCY,503,MAD,1229,Y,0,E90,"(-72, 57)","(-28, 174)"
IB,2822,LCY,503,MAD,1229,Y,0,E90,"(-72, 57)","(-28, 174)"
BA,1355,LCY,503,MAH,1231,Y,0,E90,"(-72, 57)","(4, 118)"
BA,1355,LCY,503,NCE,1354,Y,0,E70 E90,"(-72, 57)","(3, 56)"
AF,137,LCY,503,NTE,1418,Y,0,AR8 F50,"(-72, 57)","(-74, -65)"
WX,1792,LCY,503,NTE,1418,,0,AR8 F50,"(-72, 57)","(-74, -65)"
AF,137,LCY,503,ORY,1386,,0,F50,"(-72, 57)","(36, -55)"
WX,1792,LCY,503,ORY,1386,,0,F50,"(-72, 57)","(36, -55)"
BA,1355,LCY,503,PMI,3998,Y,0,E90,"(-72, 57)","(-45, -61)"
IB,2822,LCY,503,PMI,3998,Y,0,E90,"(-72, 57)","(-45, -61)"
AF,137,LCY,503,RTM,591,,0,F50 AR8,"(-72, 57)","(59, -130)"
BA,1355,LCY,503,RTM,591,Y,0,S20,"(-72, 57)","(59, -130)"
KL,3090,LCY,503,RTM,591,Y,0,F50 ARJ,"(-72, 57)","(59, -130)"
WX,1792,LCY,503,RTM,591,,0,F50 AR8,"(-72, 57)","(59, -130)"
BA,1355,LCY,503,VCE,1551,Y,0,E90 E70,"(-72, 57)","(62, -133)"
AB,214,LCY,503,ZRH,1678,Y,0,E90 E70,"(-72, 57)","(-87, 162)"
BA,1355,LCY,503,ZRH,1678,Y,0,E90 E70,"(-72, 57)","(-87, 162)"
LX,4559,LCY,503,ZRH,1678,Y,0,AR1,"(-72, 57)","(-87, 162)"
AD,13983,LDB,2581,CGB,2548,,0,E90,"(-3, -5)","(89, -61)"
G3,1790,LDB,2581,CGH,2618,,0,738 73G,"(-3, -5)","(9, -170)"
JJ,4867,LDB,2581,CGH,2618,,0,319,"(-3, -5)","(9, -170)"
AD,13983,LDB,2581,CWB,2545,,0,AT7 E90,"(-3, -5)","(-29, 131)"
G3,1790,LDB,2581,CWB,2545,,0,73G 738,"(-3, -5)","(-29, 131)"
JJ,4867,LDB,2581,CWB,2545,,0,320,"(-3, -5)","(-29, 131)"
G3,1790,LDB,2581,GRU,2564,,0,738 73G,"(-3, -5)","(84, -139)"
JJ,4867,LDB,2581,GRU,2564,,0,320,"(-3, -5)","(84, -139)"
AD,13983,LDB,2581,MGF,2586,,0,AT7,"(-3, -5)","(37, -3)"
AD,13983,LDB,2581,POA,2599,,0,AT7,"(-3, -5)","(10, 49)"
AD,13983,LDB,2581,VCP,2578,,0,E90 E95 AT7,"(-3, -5)","(51, -67)"
FR,4296,LDE,1276,BGY,1525,,0,738,"(15, 138)","(81, 138)"
HQ,2684,LDE,1276,BRU,302,,0,319,"(15, 138)","(14, 169)"
IB,2822,LDE,1276,MAD,1229,Y,0,CR9,"(15, 138)","(-28, 174)"
A5,1203,LDE,1276,ORY,1386,,0,CR7,"(15, 138)","(36, -55)"
FR,4296,LDE,1276,STN,548,,0,738,"(15, 138)","(57, 98)"
QF,4089,LDH,6285,BNE,3320,Y,0,DH8,"(-76, 77)","(33, -79)"
QF,4089,LDH,6285,PQQ,6320,Y,0,DH8,"(-76, 77)","(-60, -39)"
QF,4089,LDH,6285,SYD,3361,Y,0,DH8,"(-76, 77)","(18, -144)"
MU,1758,LDS,9848,DLC,3404,,0,320,"(-13, 98)","(-51, -57)"
CZ,1767,LDS,9848,HRB,3400,,0,320,"(-13, 98)","(86, 37)"
MH,3378,LDU,3268,BKI,3269,Y,0,AT7,"(62, -128)","(8, 58)"
FR,4296,LDY,468,BHX,469,,0,738,"(38, -74)","(2, -104)"
FR,4296,LDY,468,FAO,1626,,0,738,"(38, -74)","(-63, 42)"
FR,4296,LDY,468,LPL,491,,0,738,"(38, -74)","(-77, -49)"
FR,4296,LDY,468,PIK,537,,0,738,"(38, -74)","(18, -19)"
FR,4296,LDY,468,STN,548,,0,738,"(38, -74)","(57, 98)"
NZ,345,LEA,3348,PER,3351,Y,0,100,"(83, 122)","(47, 8)"
QF,4089,LEA,3348,PER,3351,Y,0,717 DH4,"(83, 122)","(47, 8)"
VA,5360,LEA,3348,PER,3351,,0,100,"(83, 122)","(47, 8)"
9K,1629,LEB,5749,BOS,3448,,0,CNA,"(-9, -104)","(-27, -109)"
9K,1629,LEB,5749,HPN,3589,,0,CNA,"(-9, -104)","(-48, 49)"
AD,13983,LEC,6036,SSA,2621,,0,AT7,"(32, 151)","(3, 117)"
SU,130,LED,2948,AAQ,4353,,0,320 319,"(81, -171)","(2, 60)"
SU,130,LED,2948,AER,2965,,0,320 319,"(81, -171)","(-57, -57)"
KC,1006,LED,2948,ALA,2908,,0,320,"(81, -171)","(-6, 105)"
SU,130,LED,2948,ALA,2908,,0,320 319,"(81, -171)","(-6, 105)"
KL,3090,LED,2948,AMS,580,,0,737,"(81, -171)","(-87, -95)"
SU,130,LED,2948,AMS,580,Y,0,737,"(81, -171)","(-87, -95)"
5N,503,LED,2948,ARH,4362,,0,735,"(81, -171)","(-65, 160)"
SU,130,LED,2948,ARH,4362,,0,A81 319,"(81, -171)","(-65, 160)"
SK,4319,LED,2948,ARN,737,,0,736 73H 73W 73G,"(81, -171)","(13, -78)"
SU,130,LED,2948,ARN,737,,0,319,"(81, -171)","(13, -78)"
3R,3545,LED,2948,ASF,2966,,0,SU9,"(81, -171)","(68, 66)"
A3,96,LED,2948,ATH,3941,,0,320,"(81, -171)","(-55, 105)"
SU,130,LED,2948,AYT,1688,,0,763,"(81, -171)","(38, -119)"
HY,5281,LED,2948,AZN,6148,,0,757,"(81, -171)","(36, 135)"
IB,2822,LED,2948,BCN,1218,Y,0,320,"(81, -171)","(27, 94)"
SU,130,LED,2948,BCN,1218,,0,763 320,"(81, -171)","(27, 94)"
VY,2439,LED,2948,BCN,1218,,0,320,"(81, -171)","(27, 94)"
HY,5281,LED,2948,BHK,2980,,0,757,"(81, -171)","(-10, -56)"
SU,130,LED,2948,BHK,2980,,0,320,"(81, -171)","(-10, -56)"
FB,1548,LED,2948,BOJ,1191,,0,320,"(81, -171)","(-28, 96)"
SU,130,LED,2948,BOJ,1191,,0,320,"(81, -171)","(-28, 96)"
AF,137,LED,2948,CDG,1382,,0,319 320 321,"(81, -171)","(60, -76)"
SU,130,LED,2948,CDG,1382,,0,320,"(81, -171)","(60, -76)"
D2,20270,LED,2948,CEE,6111,,0,CR2,"(81, -171)","(-21, 30)"
SU,130,LED,2948,CEK,2968,,0,319,"(81, -171)","(17, 108)"
SK,4319,LED,2948,CPH,609,,0,321 320,"(81, -171)","(85, -135)"
7R,1469,LED,2948,CSY,6162,,0,CR2,"(81, -171)","(-45, 105)"
6R,1340,LED,2948,DME,4029,,0,738,"(81, -171)","(-65, -115)"
S7,4329,LED,2948,DME,4029,,0,319 734 738,"(81, -171)","(-65, -115)"
SU,130,LED,2948,DME,4029,,0,320 319,"(81, -171)","(-65, -115)"
U6,5234,LED,2948,DME,4029,,0,320,"(81, -171)","(-65, -115)"
UN,5067,LED,2948,DME,4029,,0,735,"(81, -171)","(-65, -115)"
FV,641,LED,2948,DUS,345,,0,319,"(81, -171)","(0, 55)"
LH,3320,LED,2948,DUS,345,,0,319 320,"(81, -171)","(0, 55)"
SU,130,LED,2948,DUS,345,,0,319,"(81, -171)","(0, 55)"
EK,2183,LED,2948,DXB,2188,,0,77L 77W,"(81, -171)","(54, 166)"
7J,9531,LED,2948,DYU,2979,,0,735,"(81, -171)","(2, -169)"
SU,130,LED,2948,DYU,2979,,0,320,"(81, -171)","(2, -169)"
SZ,10122,LED,2948,DYU,2979,,0,737,"(81, -171)","(2, -169)"
U6,5234,LED,2948,DYU,2979,,0,320,"(81, -171)","(2, -169)"
YQ,16882,LED,2948,EGO,6156,,0,S20,"(81, -171)","(-13, -99)"
QN,426,LED,2948,EVN,3964,,0,735,"(81, -171)","(-17, -153)"
SU,130,LED,2948,EVN,3964,,0,319 320,"(81, -171)","(-17, -153)"
U6,5234,LED,2948,EVN,3964,,0,320,"(81, -171)","(-17, -153)"
AZ,596,LED,2948,FCO,1555,,0,32S 319,"(81, -171)","(-81, -108)"
SU,130,LED,2948,FCO,1555,,0,320,"(81, -171)","(-81, -108)"
UN,5067,LED,2948,FCO,1555,,0,735,"(81, -171)","(-81, -108)"
HY,5281,LED,2948,FEG,6149,,0,757,"(81, -171)","(39, -127)"
LH,3320,LED,2948,FRA,340,,0,320 32A 321,"(81, -171)","(-89, 160)"
SU,130,LED,2948,FRA,340,,0,319,"(81, -171)","(-89, 160)"
SU,130,LED,2948,FRU,2912,,0,320,"(81, -171)","(-73, 133)"
YK,1943,LED,2948,FRU,2912,,0,737,"(81, -171)","(-73, 133)"
LX,4559,LED,2948,GVA,1665,,0,319,"(81, -171)","(72, 0)"
J2,197,LED,2948,GYD,2922,,0,320 757,"(81, -171)","(52, -138)"
S7,4329,LED,2948,GYD,2922,Y,0,757,"(81, -171)","(52, -138)"
SU,130,LED,2948,GYD,2922,,0,319,"(81, -171)","(52, -138)"
FV,641,LED,2948,HAM,342,,0,319,"(81, -171)","(-2, -93)"
SU,130,LED,2948,HAM,342,,0,319,"(81, -171)","(-2, -93)"
AY,2350,LED,2948,HEL,421,Y,0,ATR,"(81, -171)","(37, 160)"
S7,4329,LED,2948,HEL,421,,0,ATR,"(81, -171)","(37, 160)"
A3,96,LED,2948,HER,1452,,0,320,"(81, -171)","(61, -131)"
SU,130,LED,2948,HER,1452,,0,320,"(81, -171)","(61, -131)"
7R,1469,LED,2948,IAR,6940,,0,CR2,"(81, -171)","(-65, 167)"
KE,3163,LED,2948,ICN,3930,,0,772,"(81, -171)","(-50, -30)"
I8,18828,LED,2948,IJK,6141,,0,YK2,"(81, -171)","(-82, -158)"
SU,130,LED,2948,IST,1701,,0,319,"(81, -171)","(-28, 83)"
TK,4951,LED,2948,IST,1701,,0,321 738,"(81, -171)","(-28, 83)"
PS,5282,LED,2948,KBP,2939,,0,E90 734 735 73N,"(81, -171)","(-62, 165)"
S7,4329,LED,2948,KBP,2939,,0,735,"(81, -171)","(-62, 165)"
SU,130,LED,2948,KBP,2939,,0,A81,"(81, -171)","(-62, 165)"
UJ,11811,LED,2948,KBP,2939,,0,320,"(81, -171)","(-62, 165)"
SU,130,LED,2948,KGD,2952,,0,319 320,"(81, -171)","(-20, 141)"
SU,130,LED,2948,KGF,4375,,0,320,"(81, -171)","(-90, 60)"
9U,1073,LED,2948,KIV,1735,,0,E90,"(81, -171)","(49, 71)"
SU,130,LED,2948,KJA,4374,,0,320,"(81, -171)","(-44, -37)"
Y7,13088,LED,2948,KJA,4374,,0,738,"(81, -171)","(-44, -37)"
OK,1946,LED,2948,KLV,1579,,0,320,"(81, -171)","(58, -171)"
SU,130,LED,2948,KLV,1579,Y,0,320,"(81, -171)","(58, -171)"
EG,2989,LED,2948,KQT,\N,,0,320,"(81, -171)","(-71, -100)"
SU,130,LED,2948,KRR,2960,,0,319,"(81, -171)","(16, -164)"
HY,5281,LED,2948,KSQ,6153,,0,320,"(81, -171)","(-90, -46)"
SU,130,LED,2948,KSQ,6153,,0,320,"(81, -171)","(-90, -46)"
SU,130,LED,2948,KUF,2993,,0,319 A81,"(81, -171)","(57, -125)"
J2,197,LED,2948,KVD,6089,,0,757,"(81, -171)","(-38, -135)"
7R,1469,LED,2948,KVX,6142,,0,CR2,"(81, -171)","(25, 26)"
2B,410,LED,2948,KZN,2990,,0,CR2,"(81, -171)","(5, 81)"
FV,641,LED,2948,KZN,2990,,0,A81,"(81, -171)","(5, 81)"
SU,130,LED,2948,KZN,2990,,0,A81,"(81, -171)","(5, 81)"
7J,9531,LED,2948,LBD,6147,,0,735,"(81, -171)","(-55, -80)"
SU,130,LED,2948,LBD,6147,,0,320,"(81, -171)","(-55, -80)"
SZ,10122,LED,2948,LBD,6147,,0,737,"(81, -171)","(-55, -80)"
Y7,13088,LED,2948,LBD,6147,,0,738,"(81, -171)","(-55, -80)"
SU,130,LED,2948,LCA,1197,,0,763,"(81, -171)","(3, -159)"
UN,5067,LED,2948,LCA,1197,,0,733 744 763,"(81, -171)","(3, -159)"
BA,1355,LED,2948,LHR,507,,0,321,"(81, -171)","(67, -118)"
U6,5234,LED,2948,LLK,8774,,0,320,"(81, -171)","(59, -119)"
7R,1469,LED,2948,MCX,2961,,0,CR2,"(81, -171)","(87, -13)"
KM,242,LED,2948,MLA,1606,,0,319 320,"(81, -171)","(3, 42)"
5N,503,LED,2948,MMK,2949,,0,735,"(81, -171)","(1, -129)"
SU,130,LED,2948,MMK,2949,,0,319 A81,"(81, -171)","(1, -129)"
SU,130,LED,2948,MRV,2962,,0,319,"(81, -171)","(47, -59)"
B2,1478,LED,2948,MSQ,2954,,0,CRJ E75 E95,"(81, -171)","(-60, -19)"
S7,4329,LED,2948,MSQ,2954,Y,0,CRJ 735,"(81, -171)","(-60, -19)"
UN,5067,LED,2948,MSQ,2954,Y,0,735,"(81, -171)","(-60, -19)"
LH,3320,LED,2948,MUC,346,,0,320 321,"(81, -171)","(-19, -178)"
SU,130,LED,2948,MUC,346,,0,319,"(81, -171)","(-19, -178)"
AZ,596,LED,2948,MXP,1524,,0,320,"(81, -171)","(-51, -10)"
SU,130,LED,2948,MXP,1524,,0,320,"(81, -171)","(-51, -10)"
UN,5067,LED,2948,MXP,1524,,0,735,"(81, -171)","(-51, -10)"
2B,410,LED,2948,NBC,6969,,0,CR2,"(81, -171)","(-77, -2)"
BJ,3740,LED,2948,NBE,7447,,0,320,"(81, -171)","(66, 83)"
UN,5067,LED,2948,NBE,7447,,0,763,"(81, -171)","(66, 83)"
SU,130,LED,2948,NCE,1354,,0,320,"(81, -171)","(3, 56)"
HY,5281,LED,2948,NMA,6150,,0,752,"(81, -171)","(-51, 124)"
SU,130,LED,2948,NMA,6150,,0,320,"(81, -171)","(-51, 124)"
Y7,13088,LED,2948,NSK,4352,,0,738,"(81, -171)","(-24, -172)"
HY,5281,LED,2948,NVI,6485,,0,320,"(81, -171)","(-67, 55)"
SU,130,LED,2948,NVI,6485,,0,320,"(81, -171)","(-67, 55)"
SU,130,LED,2948,OMS,2958,,0,A81,"(81, -171)","(73, 29)"
DY,3737,LED,2948,OSL,644,,0,73H,"(81, -171)","(-82, -60)"
SU,130,LED,2948,OSS,2913,,0,320,"(81, -171)","(22, 56)"
YK,1943,LED,2948,OSS,2913,,0,737,"(81, -171)","(22, 56)"
6R,1340,LED,2948,OVB,4078,,0,738,"(81, -171)","(-17, -3)"
S7,4329,LED,2948,OVB,4078,,0,738 320,"(81, -171)","(-17, -3)"
SU,130,LED,2948,OVB,4078,,0,320 763,"(81, -171)","(-17, -3)"
UN,5067,LED,2948,PED,1584,,0,733,"(81, -171)","(46, 139)"
SU,130,LED,2948,PEE,2973,,0,319 A81,"(81, -171)","(-33, 123)"
HU,2660,LED,2948,PEK,3364,,0,333,"(81, -171)","(22, -13)"
S7,4329,LED,2948,PEK,3364,,0,333,"(81, -171)","(22, -13)"
OK,1946,LED,2948,PRG,1587,,0,320 319,"(81, -171)","(-17, 28)"
SU,130,LED,2948,PRG,1587,,0,319,"(81, -171)","(-17, 28)"
UN,5067,LED,2948,PUJ,1760,,0,763,"(81, -171)","(78, 169)"
R2,3805,LED,2948,REN,2991,,0,738,"(81, -171)","(-88, -12)"
A3,96,LED,2948,RHO,1472,,0,320,"(81, -171)","(-85, -146)"
SU,130,LED,2948,RHO,1472,,0,763,"(81, -171)","(-85, -146)"
UN,5067,LED,2948,RHO,1472,,0,733 744,"(81, -171)","(-85, -146)"
BT,333,LED,2948,RIX,3953,,0,DH4,"(81, -171)","(-61, 157)"
SU,130,LED,2948,ROV,2964,,0,A81 319,"(81, -171)","(-26, -82)"
U6,5234,LED,2948,ROV,2964,,0,320,"(81, -171)","(-26, -82)"
5N,503,LED,2948,SCW,2989,,0,735,"(81, -171)","(10, 18)"
SU,130,LED,2948,SCW,2989,,0,A81,"(81, -171)","(10, 18)"
SU,130,LED,2948,SIP,2942,,0,320 319,"(81, -171)","(-2, -68)"
HY,5281,LED,2948,SKD,2981,,0,757 320,"(81, -171)","(-62, -32)"
SU,130,LED,2948,SKD,2981,,0,763 320,"(81, -171)","(-62, -32)"
A3,96,LED,2948,SKG,1486,,0,320,"(81, -171)","(-89, 18)"
S7,4329,LED,2948,SKG,1486,,0,320,"(81, -171)","(-89, 18)"
7R,1469,LED,2948,SKX,6166,,0,CR2,"(81, -171)","(-74, 66)"
SU,130,LED,2948,SVO,2985,,0,321 320 738,"(81, -171)","(-79, 47)"
SU,130,LED,2948,SVX,2975,,0,320 319,"(81, -171)","(87, 96)"
U6,5234,LED,2948,SVX,2975,,0,320,"(81, -171)","(87, 96)"
SU,130,LED,2948,SXF,337,,0,319,"(81, -171)","(81, 90)"
HY,5281,LED,2948,TAS,2983,,0,764 320,"(81, -171)","(-74, 36)"
SU,130,LED,2948,TAS,2983,,0,763 320,"(81, -171)","(-74, 36)"
SU,130,LED,2948,TFS,1056,,0,763,"(81, -171)","(-8, 113)"
U6,5234,LED,2948,TIV,1743,,0,320,"(81, -171)","(-10, 35)"
SU,130,LED,2948,TJM,4111,,0,319,"(81, -171)","(-5, 145)"
YC,9828,LED,2948,TJM,4111,,0,CR2,"(81, -171)","(-5, 145)"
EG,2989,LED,2948,TJU,7563,,0,320,"(81, -171)","(-72, 5)"
U6,5234,LED,2948,TJU,7563,,0,320,"(81, -171)","(-72, 5)"
OV,2218,LED,2948,TLL,415,,0,E70 CR9,"(81, -171)","(-89, 143)"
LY,2150,LED,2948,TLV,1590,,0,739 738,"(81, -171)","(-81, -167)"
SU,130,LED,2948,TLV,1590,,0,763 320,"(81, -171)","(-81, -167)"
KC,1006,LED,2948,TSE,2910,,0,E90,"(81, -171)","(60, -118)"
SU,130,LED,2948,TSE,2910,,0,319,"(81, -171)","(60, -118)"
AB,214,LED,2948,TXL,351,,0,73G 738,"(81, -171)","(-56, -118)"
D2,20270,LED,2948,UCT,4368,,0,CR2,"(81, -171)","(-61, 177)"
SU,130,LED,2948,UFA,2992,,0,319 A81,"(81, -171)","(43, -151)"
HY,5281,LED,2948,UGC,6152,,0,320,"(81, -171)","(-34, 165)"
SU,130,LED,2948,UGC,6152,,0,319,"(81, -171)","(-34, 165)"
2B,410,LED,2948,UUA,6160,,0,CR2,"(81, -171)","(87, -83)"
AP,240,LED,2948,VCE,1551,,0,320,"(81, -171)","(62, -133)"
AZ,596,LED,2948,VCE,1551,Y,0,320,"(81, -171)","(62, -133)"
OS,491,LED,2948,VIE,1613,Y,0,100 F70,"(81, -171)","(6, 152)"
SU,130,LED,2948,VIE,1613,,0,319,"(81, -171)","(6, 152)"
UA,5209,LED,2948,VIE,1613,Y,0,100 F70,"(81, -171)","(6, 152)"
SU,130,LED,2948,VKO,2988,,0,319,"(81, -171)","(74, -161)"
UN,5067,LED,2948,VKO,2988,,0,73G 738,"(81, -171)","(74, -161)"
YQ,16882,LED,2948,VNO,3959,,0,S20,"(81, -171)","(-74, 124)"
7R,1469,LED,2948,VOG,2967,,0,CR2,"(81, -171)","(16, -45)"
7R,1469,LED,2948,VOZ,2987,,0,CR2,"(81, -171)","(-51, -84)"
YQ,16882,LED,2948,VOZ,2987,,0,S20,"(81, -171)","(-51, -84)"
LO,3210,LED,2948,WAW,679,,0,E75,"(81, -171)","(-77, 168)"
R3,1287,LED,2948,YKS,2923,,0,73H,"(81, -171)","(-48, -167)"
LX,4559,LED,2948,ZRH,1678,,0,320 32A,"(81, -171)","(-87, 162)"
T7,4965,LEH,1371,LYS,1335,,0,BEH,"(26, 111)","(-11, -9)"
HV,5039,LEI,1213,AMS,580,,0,73H,"(27, 43)","(-87, -95)"
IB,2822,LEI,1213,BCN,1218,Y,0,320,"(27, 43)","(27, 94)"
VY,2439,LEI,1213,BCN,1218,,0,320,"(27, 43)","(27, 94)"
ZB,220,LEI,1213,BHX,469,,0,321,"(27, 43)","(2, -104)"
HQ,2684,LEI,1213,BRU,302,,0,320,"(27, 43)","(14, 169)"
FR,4296,LEI,1213,CRL,304,,0,738,"(27, 43)","(-60, -76)"
FR,4296,LEI,1213,DUB,599,,0,738,"(27, 43)","(-41, 121)"
FR,4296,LEI,1213,EMA,523,,0,738,"(27, 43)","(-39, -166)"
U2,2297,LEI,1213,LGW,502,,0,319 320,"(27, 43)","(-23, -25)"
IB,2822,LEI,1213,MAD,1229,Y,0,CR9 CRK CR2 AT7,"(27, 43)","(-28, 174)"
UX,90,LEI,1213,MAD,1229,,0,ATR,"(27, 43)","(-28, 174)"
TO,8745,LEI,1213,MAN,478,,0,73H,"(27, 43)","(-79, -178)"
ZB,220,LEI,1213,MAN,478,,0,321,"(27, 43)","(-79, -178)"
IB,2822,LEI,1213,MLN,1058,Y,0,AT7,"(27, 43)","(-48, -72)"
FR,4296,LEI,1213,NRN,4198,,0,738,"(27, 43)","(-34, -132)"
AB,214,LEI,1213,PMI,3998,,0,738,"(27, 43)","(-45, -61)"
FR,4296,LEI,1213,STN,548,,0,738,"(27, 43)","(57, 98)"
UX,90,LEI,1213,SVQ,1253,,0,ATR,"(27, 43)","(-20, 177)"
AB,214,LEJ,348,ACE,1055,,0,738,"(0, 118)","(28, 165)"
DE,1868,LEJ,348,ACE,1055,,0,32S,"(0, 118)","(28, 165)"
DE,1868,LEJ,348,AGA,1064,,0,32S,"(0, 118)","(-51, 40)"
